task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
2	1c/b4202e	2065	MSK_NUCLEOVAR:NUCLEOVAR:CALL_VARIANTS_CASECONTROL:VARDICTJAVA (DONOR22-TP_cl_aln_srt_MD_IR_FX_BR__aln_srt_IR_FX-duplex-C-2HXC96-P001-d01_cl_aln_srt_MD_IR_FX_BR__aln_srt_IR_FX-duplex)	CACHED	0	2024-02-21 10:26:31.366	3m 56s	3m 56s	-	-	-	-	-
1	cb/fffd00	4377	MSK_NUCLEOVAR:NUCLEOVAR:BCFTOOLS_ALL_MUTECT:TABIX_BGZIP (DONOR22-TP_cl_aln_srt_MD_IR_FX_BR__aln_srt_IR_FX-duplex-C-2HXC96-P001-d01_cl_aln_srt_MD_IR_FX_BR__aln_srt_IR_FX-duplex)	CACHED	0	2024-02-21 10:32:00.579	1.1s	0ms	123.5%	10.1 MB	158 MB	155.3 KB	14.1 KB
3	ea/48c824	3455	MSK_NUCLEOVAR:NUCLEOVAR:CALL_VARIANTS_CASECONTROL:VARDICT_FILTER (DONOR22-TP_cl_aln_srt_MD_IR_FX_BR__aln_srt_IR_FX-duplex-C-2HXC96-P001-d01_cl_aln_srt_MD_IR_FX_BR__aln_srt_IR_FX-duplex)	CACHED	0	2024-02-21 10:30:27.307	4.8s	4s	161.2%	147.1 MB	808.4 MB	11.4 MB	317.9 KB
4	ef/0cc895	3516	MSK_NUCLEOVAR:NUCLEOVAR:BCFTOOLS_ALL_VARDICT:TABIX_BGZIP (DONOR22-TP_cl_aln_srt_MD_IR_FX_BR__aln_srt_IR_FX-duplex-C-2HXC96-P001-d01_cl_aln_srt_MD_IR_FX_BR__aln_srt_IR_FX-duplex)	CACHED	0	2024-02-21 10:30:32.159	1.1s	0ms	116.5%	9.2 MB	158 MB	369.3 KB	56.7 KB
6	d6/8d5207	45397	MSK_NUCLEOVAR:NUCLEOVAR:BCFTOOLS_ALL_MUTECT:BCFTOOLS_INDEX (DONOR22-TP_cl_aln_srt_MD_IR_FX_BR__aln_srt_IR_FX-duplex-C-2HXC96-P001-d01_cl_aln_srt_MD_IR_FX_BR__aln_srt_IR_FX-duplex)	COMPLETED	0	2024-02-21 12:28:24.778	489ms	23ms	74.1%	11.8 MB	243.9 MB	146.2 KB	5.6 KB
5	60/0002ed	45395	MSK_NUCLEOVAR:NUCLEOVAR:BCFTOOLS_ALL_VARDICT:BCFTOOLS_INDEX (DONOR22-TP_cl_aln_srt_MD_IR_FX_BR__aln_srt_IR_FX-duplex-C-2HXC96-P001-d01_cl_aln_srt_MD_IR_FX_BR__aln_srt_IR_FX-duplex)	COMPLETED	0	2024-02-21 12:28:24.774	514ms	21ms	76.9%	2.2 MB	3.5 MB	186.9 KB	6.5 KB
7	81/42d9e6	45461	MSK_NUCLEOVAR:NUCLEOVAR:BCFTOOLS_ALL_MUTECT:BCFTOOLS_NORM (DONOR22-TP_cl_aln_srt_MD_IR_FX_BR__aln_srt_IR_FX-duplex-C-2HXC96-P001-d01_cl_aln_srt_MD_IR_FX_BR__aln_srt_IR_FX-duplex)	COMPLETED	0	2024-02-21 12:28:25.292	8.4s	8s	100.0%	15.5 MB	275.9 MB	2.9 GB	14.8 KB
8	69/502e3a	45612	MSK_NUCLEOVAR:NUCLEOVAR:BCFTOOLS_ALL_VARDICT:BCFTOOLS_NORM (DONOR22-TP_cl_aln_srt_MD_IR_FX_BR__aln_srt_IR_FX-duplex-C-2HXC96-P001-d01_cl_aln_srt_MD_IR_FX_BR__aln_srt_IR_FX-duplex)	COMPLETED	0	2024-02-21 12:28:33.727	8.2s	7.8s	99.9%	10.6 MB	403.9 MB	2.9 GB	55.5 KB
9	82/24dd8d	45690	MSK_NUCLEOVAR:NUCLEOVAR:BCFTOOLS_ALL_MUTECT:BCFTOOLS_SORT (DONOR22-TP_cl_aln_srt_MD_IR_FX_BR__aln_srt_IR_FX-duplex-C-2HXC96-P001-d01_cl_aln_srt_MD_IR_FX_BR__aln_srt_IR_FX-duplex)	COMPLETED	0	2024-02-21 12:28:41.921	434ms	19ms	87.0%	10.9 MB	686.7 MB	201 KB	70.7 KB
10	0f/157b5f	45718	MSK_NUCLEOVAR:NUCLEOVAR:BCFTOOLS_ALL_VARDICT:BCFTOOLS_SORT (DONOR22-TP_cl_aln_srt_MD_IR_FX_BR__aln_srt_IR_FX-duplex-C-2HXC96-P001-d01_cl_aln_srt_MD_IR_FX_BR__aln_srt_IR_FX-duplex)	COMPLETED	0	2024-02-21 12:28:42.358	481ms	38ms	75.0%	10.9 MB	686.3 MB	408.4 KB	278.1 KB
11	d2/c861fa	45753	MSK_NUCLEOVAR:NUCLEOVAR:BCFTOOLS_CONCAT_WITH_MUTECT:BCFTOOLS_CONCAT (DONOR22-TP_cl_aln_srt_MD_IR_FX_BR__aln_srt_IR_FX-duplex-C-2HXC96-P001-d01_cl_aln_srt_MD_IR_FX_BR__aln_srt_IR_FX-duplex)	COMPLETED	0	2024-02-21 12:28:42.848	566ms	62ms	78.1%	11.4 MB	28.5 MB	836.4 KB	13 KB
12	4f/0a20fc	45789	MSK_NUCLEOVAR:NUCLEOVAR:MODULE4:GUNZIP (DONOR22-TP_cl_aln_srt_MD_IR_FX_BR__aln_srt_IR_FX-duplex-C-2HXC96-P001-d01_cl_aln_srt_MD_IR_FX_BR__aln_srt_IR_FX-duplex.vcf.gz)	COMPLETED	0	2024-02-21 12:28:43.422	1.7s	122ms	128.9%	10.6 MB	158 MB	113.3 KB	22.9 KB
13	24/e0b31f	45825	MSK_NUCLEOVAR:NUCLEOVAR:MODULE4:VCF2MAF (DONOR22-TP_cl_aln_srt_MD_IR_FX_BR__aln_srt_IR_FX-duplex-C-2HXC96-P001-d01_cl_aln_srt_MD_IR_FX_BR__aln_srt_IR_FX-duplex)	FAILED	2	2024-02-21 12:28:45.108	19.3s	19.2s	-	-	-	-	-
