task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
1	93/71964b	68871	MSK_NUCLEOVAR:NUCLEOVAR:BCFTOOLS_ALL_MUTECT:TABIX_BGZIP (DONOR22-TP_cl_aln_srt_MD_IR_FX_BR__aln_srt_IR_FX-duplex-C-2HXC96-P001-d01_cl_aln_srt_MD_IR_FX_BR__aln_srt_IR_FX-duplex)	CACHED	0	2024-02-21 09:13:51.173	1.1s	0ms	122.0%	11 MB	158 MB	155.3 KB	14.1 KB
2	cf/1862b7	65098	MSK_NUCLEOVAR:NUCLEOVAR:CALL_VARIANTS_CASECONTROL:VARDICTJAVA (DONOR22-TP_cl_aln_srt_MD_IR_FX_BR__aln_srt_IR_FX-duplex-C-2HXC96-P001-d01_cl_aln_srt_MD_IR_FX_BR__aln_srt_IR_FX-duplex)	CACHED	0	2024-02-21 09:02:39.511	3m 59s	3m 59s	-	-	-	-	-
3	da/3da4a8	66877	MSK_NUCLEOVAR:NUCLEOVAR:CALL_VARIANTS_CASECONTROL:VARDICT_FILTER (DONOR22-TP_cl_aln_srt_MD_IR_FX_BR__aln_srt_IR_FX-duplex-C-2HXC96-P001-d01_cl_aln_srt_MD_IR_FX_BR__aln_srt_IR_FX-duplex)	CACHED	0	2024-02-21 09:08:13.887	4.8s	3.9s	157.0%	145.6 MB	808.5 MB	11.4 MB	317.9 KB
5	0b/520621	66952	MSK_NUCLEOVAR:NUCLEOVAR:BCFTOOLS_ALL_VARDICT:TABIX_BGZIP (DONOR22-TP_cl_aln_srt_MD_IR_FX_BR__aln_srt_IR_FX-duplex-C-2HXC96-P001-d01_cl_aln_srt_MD_IR_FX_BR__aln_srt_IR_FX-duplex)	CACHED	0	2024-02-21 09:08:18.679	1.1s	0ms	117.2%	11.1 MB	158 MB	369.3 KB	56.7 KB
4	ce/f9def0	66940	MSK_NUCLEOVAR:NUCLEOVAR:BCFTOOLS_ALL_VARDICT_COMPLEXVAR:TABIX_BGZIP (DONOR22-TP_cl_aln_srt_MD_IR_FX_BR__aln_srt_IR_FX-duplex-C-2HXC96-P001-d01_cl_aln_srt_MD_IR_FX_BR__aln_srt_IR_FX-duplex)	CACHED	0	2024-02-21 09:08:18.650	1.1s	0ms	114.3%	11.1 MB	158 MB	109.7 KB	5.4 KB
8	bc/0d6f66	88600	MSK_NUCLEOVAR:NUCLEOVAR:BCFTOOLS_ALL_VARDICT_COMPLEXVAR:BCFTOOLS_INDEX (DONOR22-TP_cl_aln_srt_MD_IR_FX_BR__aln_srt_IR_FX-duplex-C-2HXC96-P001-d01_cl_aln_srt_MD_IR_FX_BR__aln_srt_IR_FX-duplex)	COMPLETED	0	2024-02-21 09:59:35.435	445ms	15ms	58.8%	2.2 MB	3.5 MB	136.2 KB	1.2 KB
7	b1/7cd899	88616	MSK_NUCLEOVAR:NUCLEOVAR:BCFTOOLS_ALL_MUTECT:BCFTOOLS_INDEX (DONOR22-TP_cl_aln_srt_MD_IR_FX_BR__aln_srt_IR_FX-duplex-C-2HXC96-P001-d01_cl_aln_srt_MD_IR_FX_BR__aln_srt_IR_FX-duplex)	COMPLETED	0	2024-02-21 09:59:35.470	447ms	19ms	87.0%	2.2 MB	3.5 MB	146.2 KB	5.6 KB
6	f1/ecfc1d	88661	MSK_NUCLEOVAR:NUCLEOVAR:BCFTOOLS_ALL_VARDICT:BCFTOOLS_INDEX (DONOR22-TP_cl_aln_srt_MD_IR_FX_BR__aln_srt_IR_FX-duplex-C-2HXC96-P001-d01_cl_aln_srt_MD_IR_FX_BR__aln_srt_IR_FX-duplex)	COMPLETED	0	2024-02-21 09:59:35.884	364ms	20ms	90.9%	12.2 MB	246.2 MB	186.8 KB	6.5 KB
9	c0/95fbbe	88692	MSK_NUCLEOVAR:NUCLEOVAR:BCFTOOLS_ALL_VARDICT_COMPLEXVAR:BCFTOOLS_NORM (DONOR22-TP_cl_aln_srt_MD_IR_FX_BR__aln_srt_IR_FX-duplex-C-2HXC96-P001-d01_cl_aln_srt_MD_IR_FX_BR__aln_srt_IR_FX-duplex)	COMPLETED	0	2024-02-21 09:59:36.251	8.1s	7.7s	99.9%	10.6 MB	275.9 MB	2.9 GB	6.1 KB
10	53/4f54c8	88768	MSK_NUCLEOVAR:NUCLEOVAR:BCFTOOLS_ALL_MUTECT:BCFTOOLS_NORM (DONOR22-TP_cl_aln_srt_MD_IR_FX_BR__aln_srt_IR_FX-duplex-C-2HXC96-P001-d01_cl_aln_srt_MD_IR_FX_BR__aln_srt_IR_FX-duplex)	COMPLETED	0	2024-02-21 09:59:44.363	8.2s	7.8s	100.0%	11.6 MB	275.9 MB	2.9 GB	14.7 KB
