task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
1	0e/9776e4	49555	MSK_NUCLEOVAR:NUCLEOVAR:CALL_VARIANTS_CASECONTROL:VARDICTJAVA (DONOR22-TP_cl_aln_srt_MD_IR_FX_BR__aln_srt_IR_FX-duplex-C-2HXC96-P001-d01_cl_aln_srt_MD_IR_FX_BR__aln_srt_IR_FX-duplex)	CACHED	0	2024-03-25 19:44:36.859	3m 54s	3m 54s	-	-	-	-	-
2	3d/a8332c	50761	MSK_NUCLEOVAR:NUCLEOVAR:CALL_VARIANTS_CASECONTROL:VARDICT_FILTER (DONOR22-TP_cl_aln_srt_MD_IR_FX_BR__aln_srt_IR_FX-duplex-C-2HXC96-P001-d01_cl_aln_srt_MD_IR_FX_BR__aln_srt_IR_FX-duplex)	CACHED	0	2024-03-25 19:48:30.939	1.9s	1.1s	266.7%	34 MB	308.5 MB	11.4 MB	317.8 KB
3	0d/4ac566	50807	MSK_NUCLEOVAR:NUCLEOVAR:BCFTOOLS_ALL_VARDICT:BGZIP (DONOR22-TP_cl_aln_srt_MD_IR_FX_BR__aln_srt_IR_FX-duplex-C-2HXC96-P001-d01_cl_aln_srt_MD_IR_FX_BR__aln_srt_IR_FX-duplex)	CACHED	0	2024-03-25 19:48:32.822	1.1s	144ms	110.2%	5.2 MB	145.1 MB	414.4 KB	56 KB
4	f7/566c8a	50808	MSK_NUCLEOVAR:NUCLEOVAR:BCFTOOLS_ALL_VARDICT_COMPLEXVAR:BGZIP (DONOR22-TP_cl_aln_srt_MD_IR_FX_BR__aln_srt_IR_FX-duplex-C-2HXC96-P001-d01_cl_aln_srt_MD_IR_FX_BR__aln_srt_IR_FX-duplex_complexvar)	CACHED	0	2024-03-25 19:48:32.826	1.1s	139ms	118.6%	7.3 MB	145.1 MB	154.8 KB	5.5 KB
6	ae/a6ac89	55428	MSK_NUCLEOVAR:NUCLEOVAR:BCFTOOLS_ALL_VARDICT_COMPLEXVAR:BCFTOOLS_INDEX (DONOR22-TP_cl_aln_srt_MD_IR_FX_BR__aln_srt_IR_FX-duplex-C-2HXC96-P001-d01_cl_aln_srt_MD_IR_FX_BR__aln_srt_IR_FX-duplex_complexvar)	COMPLETED	0	2024-03-25 20:01:04.583	481ms	18ms	100.0%	2.2 MB	3.5 MB	136.2 KB	1.2 KB
5	00/1bb391	55429	MSK_NUCLEOVAR:NUCLEOVAR:BCFTOOLS_ALL_VARDICT:BCFTOOLS_INDEX (DONOR22-TP_cl_aln_srt_MD_IR_FX_BR__aln_srt_IR_FX-duplex-C-2HXC96-P001-d01_cl_aln_srt_MD_IR_FX_BR__aln_srt_IR_FX-duplex)	COMPLETED	0	2024-03-25 20:01:04.587	484ms	24ms	38.5%	12.4 MB	246.2 MB	186.5 KB	6.5 KB
7	36/1dd370	55481	MSK_NUCLEOVAR:NUCLEOVAR:BCFTOOLS_ALL_VARDICT_COMPLEXVAR:BCFTOOLS_NORM (DONOR22-TP_cl_aln_srt_MD_IR_FX_BR__aln_srt_IR_FX-duplex-C-2HXC96-P001-d01_cl_aln_srt_MD_IR_FX_BR__aln_srt_IR_FX-duplex_complexvar)	COMPLETED	0	2024-03-25 20:01:05.075	8.1s	7.7s	99.9%	12.8 MB	275.9 MB	2.9 GB	6 KB
8	ed/994cbe	55554	MSK_NUCLEOVAR:NUCLEOVAR:BCFTOOLS_ALL_VARDICT:BCFTOOLS_NORM (DONOR22-TP_cl_aln_srt_MD_IR_FX_BR__aln_srt_IR_FX-duplex-C-2HXC96-P001-d01_cl_aln_srt_MD_IR_FX_BR__aln_srt_IR_FX-duplex)	COMPLETED	0	2024-03-25 20:01:13.155	9.4s	9s	99.8%	11 MB	275.9 MB	2.9 GB	54.9 KB
9	d3/069d00	55640	MSK_NUCLEOVAR:NUCLEOVAR:BCFTOOLS_ALL_VARDICT_COMPLEXVAR:BCFTOOLS_SORT (DONOR22-TP_cl_aln_srt_MD_IR_FX_BR__aln_srt_IR_FX-duplex-C-2HXC96-P001-d01_cl_aln_srt_MD_IR_FX_BR__aln_srt_IR_FX-duplex_complexvar)	COMPLETED	0	2024-03-25 20:01:22.578	403ms	15ms	66.7%	2.4 MB	3.5 MB	143.2 KB	12.7 KB
10	31/d5c74e	55668	MSK_NUCLEOVAR:NUCLEOVAR:BCFTOOLS_ALL_VARDICT:BCFTOOLS_SORT (DONOR22-TP_cl_aln_srt_MD_IR_FX_BR__aln_srt_IR_FX-duplex-C-2HXC96-P001-d01_cl_aln_srt_MD_IR_FX_BR__aln_srt_IR_FX-duplex)	COMPLETED	0	2024-03-25 20:01:22.984	405ms	29ms	64.5%	11 MB	686.3 MB	399.2 KB	268.8 KB
